id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
010000,Mitte,22451,193,118,1963,488,545,9958,122,963,1099,204,65,20,1456,398,999,3925
011001,Tiergarten Süd,34973,470,388,2817,851,701,17116,116,1851,2110,259,95,20,1926,286,1858,8452
011002,Regierungsviertel,74768,272,123,4222,897,938,31660,123,1621,3037,288,41,8,3333,1309,1086,6995
011003,Alexanderplatz,33980,231,143,2700,646,547,17837,120,1013,1550,235,48,11,1836,595,1714,4940
011004,Brunnenstraße Süd,13477,83,45,916,189,221,5811,150,490,1005,179,29,19,1415,698,221,2209
012005,Moabit West,15754,154,82,1413,355,465,5344,80,861,968,180,63,26,1074,214,942,2732
012006,Moabit Ost,24459,159,99,1796,390,547,9451,78,729,937,190,81,21,1132,190,1234,3704
013007,Osloer Straße,15592,197,108,1926,525,640,6719,118,735,666,187,74,33,1125,236,556,3578
013008,Brunnenstraße Nord,16754,178,107,1679,446,585,6618,170,893,713,227,73,16,1438,491,1013,3404
014009,Parkviertel,13464,121,56,1631,396,526,5823,134,955,786,191,65,19,1221,247,271,3272
014010,Wedding Zentrum,14285,156,93,1656,427,422,5622,90,757,750,187,67,14,1227,292,923,3150
019900,"Bezirk (Mi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
020000,Friedrichshain-Kreuzberg,18817,221,149,1657,555,400,8527,124,973,1487,221,69,21,1562,395,1617,3589
021001,Südliche  Friedrichstadt,21333,253,145,1656,474,528,9288,135,1443,1128,280,88,25,1421,275,1998,3893
022002,Tempelhofer Vorstadt,15933,140,78,1184,390,354,8934,138,1141,1842,213,69,21,1178,235,452,3195
023003,Nördliche Luisenstadt,22290,329,224,2201,835,482,10001,110,998,1299,377,110,10,1690,434,2444,4258
023004,Südliche Luisenstadt,20262,384,297,1720,695,380,7704,116,721,1775,246,62,18,1456,467,3419,3803
024005,Karl-Marx-Allee Nord,9867,71,29,850,197,327,4950,168,775,1026,193,21,13,1089,214,180,2127
024006,Karl-Marx-Allee Süd,27263,330,253,2815,925,430,12027,113,997,1432,141,68,40,1797,470,2573,4777
025007,Frankfurter Allee Nord,13533,75,42,1269,392,317,5848,121,486,1286,157,52,16,1743,444,303,2624
025008,Frankfurter Allee Süd FK,18123,182,121,1804,639,338,6872,65,594,1349,195,57,19,1931,636,2174,3578
029900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
030000,Pankow,9103,79,44,769,186,258,4390,149,506,1053,176,49,18,929,267,184,1811
031001,Buch,8880,66,12,1075,222,433,3809,90,397,865,78,72,36,1057,282,198,2025
032002,Blankenfelde/Niederschönhausen,5857,35,21,434,52,161,2799,98,469,700,140,28,14,532,70,56,1081
032003,Buchholz,4334,33,16,383,55,159,1789,137,274,317,126,38,11,509,71,49,887
033004,Karow,4476,20,10,429,102,148,2133,15,521,643,174,5,0,556,92,71,1021
033005,Blankenburg/Heinersdorf/Märchenland,8521,39,19,604,135,231,4437,128,687,655,379,51,13,848,205,77,1181
034006,Schönholz/Wilhelmsruh/Rosenthal,5541,56,33,430,112,167,2511,112,636,279,268,61,17,547,84,84,943
034007,Pankow Zentrum,9255,75,52,583,133,254,5160,127,483,1599,174,41,8,837,265,116,1831
034008,Pankow Süd,7245,101,66,632,150,274,3093,153,387,1118,182,43,17,759,219,116,1646
035009,Weißensee,7889,55,31,853,229,331,3647,190,381,725,164,60,16,876,133,130,1950
035010,Weißensee Ost,8242,72,33,809,163,293,3495,202,476,561,156,78,33,978,143,274,1826
036011,Prenzlauer Berg Nordwest,12076,180,92,1119,416,298,5604,149,416,1394,145,46,15,1116,432,669,2476
036012,Prenzlauer Berg Nord,10133,88,48,695,179,289,5310,201,487,1606,143,51,26,966,326,198,1793
036013,Helmholtzplatz,9877,61,18,821,242,259,4427,70,250,1300,101,22,18,1216,558,215,2068
036014,Prenzlauer Berg Ost,16641,137,56,1372,289,286,7781,215,682,1146,252,119,45,1613,656,267,2600
037015,Prenzlauer Berg Südwest,12704,82,52,1266,279,264,6611,108,685,1412,212,30,4,1277,343,175,2715
037016,Prenzlauer Berg Süd,7232,42,24,479,108,156,3670,182,499,951,165,27,9,805,257,129,1528
039900,"Bezirk (Pk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
040000,Charlottenburg-Wilmersdorf,15242,123,60,1194,298,406,7487,201,937,1025,275,58,27,1050,240,302,3213
041001,Charlottenburg Nord,13009,118,31,1433,432,550,5292,360,1233,632,262,82,46,1192,113,950,3704
042002,Heerstraße,11155,145,99,1167,343,336,4891,267,1000,588,679,61,46,1076,404,252,2403
042003,Westend,13654,87,56,1108,289,414,7621,230,1212,738,275,38,14,846,115,157,2452
043004,Schloss Charlottenburg,11091,94,55,1092,244,346,5310,159,606,945,240,60,25,1021,272,182,2762
043005,Mierendorffplatz,12937,45,19,1027,227,487,5510,123,838,819,175,71,65,786,136,325,2593
043006,Otto-Suhr-Allee/Kantstraße,18000,153,71,1485,325,476,9553,97,674,1402,276,56,18,1247,260,242,3895
044007,Grunewald,9129,62,26,495,98,289,4095,211,1336,495,449,52,36,1222,428,77,1965
044008,Schmargendorf,6463,42,12,465,78,171,3481,237,697,700,204,33,12,568,123,99,1300
045009,Halensee,13336,138,51,931,178,353,6908,204,905,844,251,47,29,753,142,145,3021
045010,Lietzenburger Straße,27668,213,101,2315,655,540,14933,179,1106,1327,321,61,29,1697,505,574,6216
045011,Volkspark Wilmersdorf,15871,85,36,700,174,322,5915,158,724,1294,184,59,16,722,123,243,2358
049900,"Bezirk (Ch-Wi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
050000,Spandau,10687,130,76,1259,306,438,4465,142,694,492,151,68,30,907,100,241,2655
051001,Hakenfelde,7690,64,44,811,225,221,3451,144,943,233,64,68,40,759,20,104,1914
051002,Falkenhagener Feld,6640,84,58,1024,217,371,2436,135,467,419,99,70,31,713,24,130,2173
051003,Spandau Mitte,15553,278,164,1902,490,575,5900,87,880,723,103,77,34,1129,132,599,3759
