id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
010000,Mitte,25303,319,167,2187,572,650,11442,186,1383,1032,436,95,35,1672,405,834,4746
011001,Tiergarten Süd,36863,557,366,3522,1106,801,17399,99,2501,984,473,99,30,1677,152,732,6511
011002,Regierungsviertel,75823,472,204,5213,1384,1330,39054,193,3014,2349,354,43,11,3701,1620,622,8903
011003,Alexanderplatz,36892,382,228,2773,724,631,19528,160,1378,1673,583,81,35,2416,888,1007,5739
011004,Brunnenstraße Süd,16464,120,34,812,184,237,9153,372,861,1294,515,23,11,1429,632,259,3618
012005,Moabit West,15223,205,98,1349,357,541,5511,166,980,766,324,103,28,1169,208,460,3030
012006,Moabit Ost,27815,203,96,1698,400,495,9431,220,1146,960,360,90,45,1258,217,932,3643
013007,Osloer Straße,21057,329,163,2165,572,686,9566,72,1018,727,459,75,22,1139,127,957,4505
013008,Brunnenstraße Nord,19039,327,145,1790,441,567,8967,274,1343,723,547,89,31,1293,324,779,4339
014009,Parkviertel,15274,198,85,1597,479,609,6514,160,1182,665,361,66,38,1179,189,505,3880
014010,Wedding Zentrum,16689,277,128,2069,619,690,5893,87,1039,577,372,128,46,1435,216,915,4303
019900,"Bezirk (Mi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
020000,Friedrichshain-Kreuzberg,19413,334,229,1767,530,431,9024,222,972,1296,402,98,33,1878,431,882,4163
021001,Südliche  Friedrichstadt,20168,304,172,1710,470,597,8514,139,1563,850,470,104,38,1558,283,650,4138
022002,Tempelhofer Vorstadt,14827,192,105,1209,358,400,7339,214,887,1423,545,50,23,1125,264,408,2947
023003,Nördliche Luisenstadt,22558,478,351,2155,750,468,11717,159,651,1476,459,126,19,2043,497,810,4708
023004,Südliche Luisenstadt,20462,689,562,2027,725,355,8581,214,577,1338,450,109,47,1708,508,2317,4435
024005,Karl-Marx-Allee Nord,10468,128,71,894,279,279,5827,252,753,797,248,58,4,1032,115,106,2657
024006,Karl-Marx-Allee Süd,25516,307,213,2300,661,482,12199,213,1109,1058,290,55,13,2291,734,785,5014
025007,Frankfurter Allee Nord,14086,101,51,979,265,272,6220,272,486,1370,275,101,47,1432,207,217,2918
025008,Frankfurter Allee Süd FK,18077,230,144,1842,618,308,8313,188,604,1294,304,118,55,2522,669,958,4339
029900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
030000,Pankow,10458,89,39,747,169,281,5636,231,840,1125,265,62,30,1096,288,144,2241
031001,Buch,11336,81,30,857,148,488,5860,126,968,1020,214,126,67,1633,576,229,2232
032002,Blankenfelde/Niederschönhausen,6421,58,15,448,108,278,3185,127,934,645,228,66,27,610,108,62,1382
