id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
010000,Mitte,26957,289,164,1978,535,578,12971,142,1348,1278,352,70,31,1463,337,734,4196
011001,Tiergarten Süd,38575,571,409,3340,768,754,19164,106,2205,1733,366,127,78,2107,585,951,6623
011002,Regierungsviertel,102068,752,356,4731,950,1287,57888,148,2840,3593,475,99,40,3108,1089,455,8541
011003,Alexanderplatz,45938,305,176,2882,830,629,24324,156,1572,2097,459,68,23,2295,660,971,5876
011004,Brunnenstraße Süd,16175,102,46,731,145,215,8665,208,815,1486,381,32,21,1302,494,258,3060
012005,Moabit West,16612,257,121,1272,338,416,6810,119,1304,756,250,56,22,993,165,369,2713
012006,Moabit Ost,38491,232,120,2002,516,560,13505,115,1180,1240,268,49,16,1224,229,934,3852
013007,Osloer Straße,21157,259,156,2074,641,647,9561,92,871,837,441,92,34,1264,190,610,4175
013008,Brunnenstraße Nord,20049,229,101,1534,392,534,8738,177,1104,1084,308,60,27,1455,346,744,3381
014009,Parkviertel,16095,184,100,1534,402,486,8119,125,1216,778,286,70,36,1119,204,436,3383
014010,Wedding Zentrum,18140,264,161,1829,551,630,6873,86,894,778,362,61,25,1142,227,1039,3760
019900,"Bezirk (Mi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
020000,Friedrichshain-Kreuzberg,24317,371,210,1700,542,399,11858,185,1200,1522,313,82,34,1705,466,2011,4052
021001,Südliche  Friedrichstadt,28914,335,157,1755,495,572,12863,145,2165,1097,380,75,25,1715,305,1052,4127
022002,Tempelhofer Vorstadt,18081,165,76,1211,300,314,9672,222,1165,1902,380,59,29,1198,252,548,2836
023003,Nördliche Luisenstadt,36325,656,321,2888,1029,472,16921,165,1246,1718,406,137,42,2081,566,2454,5370
023004,Südliche Luisenstadt,31095,615,394,1750,705,532,12564,184,1143,1530,307,101,47,1682,593,7074,4058
024005,Karl-Marx-Allee Nord,10913,154,77,665,202,206,6255,210,845,1000,326,39,13,965,266,154,2930
024006,Karl-Marx-Allee Süd,31468,523,355,2631,719,460,16428,121,987,1288,184,59,29,2070,690,1752,5174
025007,Frankfurter Allee Nord,16064,97,52,1108,330,271,7338,184,469,1375,208,135,63,1924,469,243,3709
025008,Frankfurter Allee Süd FK,24917,395,204,2164,760,330,11924,132,744,1408,247,69,24,2184,837,3016,4825
029900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
030000,Pankow,11423,78,39,690,160,246,6726,195,868,1182,276,51,21,1098,331,132,2967
031001,Buch,12337,66,33,1187,336,501,5918,257,1220,970,158,145,26,1827,396,198,2837
032002,Blankenfelde/Niederschönhausen,5459,26,4,421,78,205,2711,71,731,433,246,52,15,537,145,67,1066
032003,Buchholz,4578,12,0,351,69,138,2205,104,253,207,196,40,23,535,190,29,783
033004,Karow,4429,37,21,320,69,197,2361,91,592,490,203,27,5,506,85,21,768
