id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
010000,Mitte,20845,194,115,1921,539,619,8419,100,908,931,204,96,31,1689,404,960,4273
011001,Tiergarten Süd,26982,320,213,2536,712,905,11071,126,1065,1977,180,113,27,1691,266,1225,5965
011002,Regierungsviertel,54648,275,142,3539,952,2100,21252,79,1542,1817,252,102,16,3587,944,1093,8589
011003,Alexanderplatz,33163,236,138,2780,808,669,14995,83,1056,1296,260,89,28,2301,579,1398,5954
011004,Brunnenstraße Süd,12339,146,111,945,225,279,5738,111,552,1158,143,54,16,1592,587,311,2975
012005,Moabit West,13757,150,78,1320,337,455,4367,83,596,800,257,111,33,1372,194,802,3016
012006,Moabit Ost,22983,138,71,1712,446,498,8542,62,545,956,224,128,42,1380,209,1094,4208
013007,Osloer Straße,15924,148,73,1676,513,593,6774,117,846,708,146,68,26,1332,380,833,3841
013008,Brunnenstraße Nord,16696,163,94,1945,564,531,6381,117,924,673,175,137,36,1882,681,1018,3723
014009,Parkviertel,13055,130,65,1382,341,500,5518,102,919,482,198,70,30,1139,135,545,3075
014010,Wedding Zentrum,13780,178,108,1766,543,571,4630,76,857,479,173,60,28,1308,317,948,3402
019900,"Bezirk (Mi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
020000,Friedrichshain-Kreuzberg,19678,255,156,1650,539,429,8321,87,936,1321,177,125,37,1957,426,2067,4047
021001,Südliche  Friedrichstadt,22333,348,153,1807,575,620,9349,64,1370,975,222,212,69,1814,328,1684,4192
022002,Tempelhofer Vorstadt,16918,191,109,1307,387,401,8046,81,1068,1629,184,81,23,1337,338,1040,3046
023003,Nördliche Luisenstadt,26479,339,218,2474,978,571,12305,92,1370,1462,252,169,68,2014,315,2798,4952
023004,Südliche Luisenstadt,25825,496,349,2058,941,459,8569,103,1095,1723,257,92,29,1859,334,6765,4803
024005,Karl-Marx-Allee Nord,10436,115,82,1031,217,299,5325,115,662,949,123,82,12,1276,155,331,3112
024006,Karl-Marx-Allee Süd,28004,298,178,2649,740,504,11934,85,806,1336,112,70,23,2239,596,2363,5395
025007,Frankfurter Allee Nord,12902,77,42,1018,291,282,5190,109,359,1040,122,166,42,2433,455,477,3153
025008,Frankfurter Allee Süd FK,16441,166,106,1413,443,285,6168,60,447,1114,153,126,33,2522,691,2207,4215
029900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
030000,Pankow,9282,74,48,772,179,289,4499,99,545,943,146,57,19,1165,352,267,2166
031001,Buch,11141,112,53,1273,296,420,4777,71,509,527,77,89,36,1308,444,272,2338
032002,Blankenfelde/Niederschönhausen,5533,45,21,443,80,220,2484,98,440,548,150,38,10,621,101,63,1127
032003,Buchholz,4395,38,11,409,55,180,1985,55,316,333,191,11,5,371,38,65,960
033004,Karow,3789,25,25,366,56,163,1509,41,168,396,102,25,5,559,91,122,752
033005,Blankenburg/Heinersdorf/Märchenland,9155,13,6,701,120,309,3984,63,581,549,354,19,13,903,278,114,1414
034006,Schönholz/Wilhelmsruh/Rosenthal,5889,32,16,524,119,195,2955,76,567,319,286,38,16,675,124,108,1210
034007,Pankow Zentrum,8287,70,35,657,143,288,4191,75,415,1236,110,38,16,1037,318,127,1810
034008,Pankow Süd,6272,62,31,546,118,256,2808,82,374,850,90,34,11,706,214,189,1443
035009,Weißensee,8524,62,39,700,158,364,4248,119,591,837,145,65,21,1116,320,168,2239
035010,Weißensee Ost,9031,64,26,842,223,383,3772,160,881,645,153,109,38,1411,179,313,2598
036011,Prenzlauer Berg Nordwest,13476,142,120,1035,310,276,6654,97,486,1681,105,67,15,1371,445,1076,3291
036012,Prenzlauer Berg Nord,10538,58,18,758,171,230,5786,124,587,1228,98,66,15,1261,404,262,2409
