id,district_region_name,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
025008,Frankfurter Allee Süd FK,21048,264,142,1905,524,328,9922,112,614,1615,216,100,46,2385,874,1933,4677
029900,"Bezirk (Fh-Kb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
030000,Pankow,10906,80,41,718,159,262,6034,182,756,1225,312,64,25,1088,332,151,2374
031001,Buch,11947,70,32,1190,274,496,6158,165,916,681,324,178,83,1393,274,165,2583
032002,Blankenfelde/Niederschönhausen,6020,25,0,545,98,232,2847,91,505,479,327,54,33,635,127,98,1362
032003,Buchholz,5039,6,0,243,28,231,2601,158,542,214,299,17,6,564,181,45,801
033004,Karow,4398,26,11,389,68,121,2046,47,389,463,379,68,26,452,105,63,752
033005,Blankenburg/Heinersdorf/Märchenland,9824,27,20,433,113,233,5478,126,739,672,506,93,33,759,206,40,1058
034006,Schönholz/Wilhelmsruh/Rosenthal,5792,45,17,408,79,159,2944,91,623,425,362,40,28,532,113,45,1076
034007,Pankow Zentrum,10266,68,43,682,122,273,6013,139,591,1487,301,43,20,901,335,102,2041
034008,Pankow Süd,9008,53,29,514,91,205,4250,123,699,1139,176,44,15,974,247,114,1970
035009,Weißensee,10073,89,60,893,195,336,5293,168,498,844,195,87,35,1156,303,154,2565
035010,Weißensee Ost,9837,59,7,781,118,302,4377,203,801,499,243,98,46,1188,328,217,2356
036011,Prenzlauer Berg Nordwest,16137,130,75,912,236,322,9767,256,806,1942,342,47,16,1329,421,350,4498
036012,Prenzlauer Berg Nord,13475,96,37,585,137,233,7935,204,755,2061,263,59,30,1229,318,130,2827
036013,Helmholtzplatz,12072,94,31,732,147,250,7583,125,429,1568,317,45,13,1201,402,197,3283
036014,Prenzlauer Berg Ost,18794,137,76,1168,289,301,10396,247,1358,1693,419,84,15,2146,1008,232,2846
037015,Prenzlauer Berg Südwest,16290,96,35,1257,354,342,9850,254,896,2049,438,58,19,1430,607,108,3818
037016,Prenzlauer Berg Süd,9950,59,25,490,105,139,5362,262,836,1366,299,40,12,1153,361,123,2288
039900,"Bezirk (Pk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
040000,Charlottenburg-Wilmersdorf,16296,156,87,1172,259,424,8642,226,1300,1031,328,52,25,1046,200,284,2824
041001,Charlottenburg Nord,16358,191,88,1607,366,690,6969,314,1968,340,263,103,62,1411,134,1015,4007
042002,Heerstraße,12534,70,39,1100,257,265,5553,203,1061,569,624,78,55,1131,351,133,2207
042003,Westend,17216,92,39,1127,227,457,10434,273,1397,610,245,46,21,950,124,128,2687
043004,Schloss Charlottenburg,13922,124,63,994,197,345,7969,239,987,1069,253,52,35,991,220,223,2498
043005,Mierendorffplatz,14740,172,73,945,165,509,6577,152,1011,568,185,53,26,1302,330,251,2479
043006,Otto-Suhr-Allee/Kantstraße,22383,195,112,1547,330,447,12130,129,1132,1585,370,66,29,1381,276,426,3475
044007,Grunewald,9227,48,37,536,74,308,4805,292,1327,504,844,42,16,1014,388,96,1901
044008,Schmargendorf,7428,49,27,504,89,195,4375,208,1026,879,305,40,9,574,98,58,1337
045009,Halensee,14160,110,53,809,204,412,7830,268,1493,888,310,34,11,729,79,155,2524
045010,Lietzenburger Straße,30639,347,197,2345,579,634,16769,197,1554,1292,387,40,20,1687,541,369,4815
045011,Volkspark Wilmersdorf,13228,106,59,825,186,276,6263,164,934,1259,176,37,10,723,170,201,1984
049900,"Bezirk (Ch-Wi), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
050000,Spandau,10981,111,65,1221,281,442,5029,129,722,449,296,70,28,975,128,187,2673
051001,Hakenfelde,7780,58,33,848,191,266,3878,116,694,349,229,83,42,723,50,87,1916
051002,Falkenhagener Feld,7762,69,30,1071,213,431,3179,104,577,362,263,69,22,798,89,94,2426
051003,Spandau Mitte,16831,213,145,1923,492,661,7173,109,770,746,208,46,16,1254,161,492,3799
052004,Brunsbütteler Damm,7251,53,22,688,146,221,3489,150,547,256,340,57,18,882,110,84,1694
052005,Heerstraße,9823,93,48,1439,322,487,3848,69,562,226,408,110,48,1209,329,137,3152
052006,Wilhelmstadt,17534,138,61,1546,368,504,8595,111,798,665,357,47,14,1180,130,183,3363
053007,Haselhorst,11853,136,58,1123,219,407,5775,239,987,439,181,116,52,794,103,194,2433
053008,Siemensstadt,12581,85,62,987,208,432,6337,170,887,509,146,54,23,1249,170,170,2629
054009,Gatow/Kladow,4884,20,20,500,106,237,2377,141,323,247,474,40,15,404,15,40,1004
059900,"Bezirk (Sp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
060000,Steglitz-Zehlendorf,8429,54,29,576,115,247,4618,199,863,841,384,47,22,840,165,119,1497
061001,Schloßstraße,19484,165,92,880,202,280,12192,170,949,1755,303,37,23,926,165,119,2283
061002,Albrechtstraße,6468,44,17,507,84,245,3110,197,692,508,243,59,40,663,88,119,1485
062003,Lankwitz,6883,54,28,591,123,265,2974,208,539,262,222,68,21,803,97,187,1441
062004,Ostpreußendamm,7197,31,14,721,142,225,3497,191,689,746,299,43,23,985,222,103,1635
063005,Teltower Damm,7945,38,30,576,86,245,4203,142,579,1447,443,27,6,919,151,109,1432
063006,Drakestraße,7126,29,17,512,108,210,4106,192,860,642,425,17,6,606,121,87,1244
064007,Zehlendorf Südwest,8801,35,4,592,127,300,4416,165,872,600,442,58,23,1099,380,115,1441
064008,Zehlendorf Nord,9565,49,38,459,113,198,5781,252,1524,1098,702,35,9,1230,483,101,1317
069900,"Bezirk (St-Zd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
070000,Tempelhof-Schöneberg,11764,120,74,952,202,332,5967,216,890,879,286,66,26,989,179,302,2330
071001,Schöneberg Nordwest,25766,512,338,2045,543,563,13504,124,1021,1191,334,62,23,1354,210,823,4800
071002,Schöneberg Nordost,12952,109,59,1040,247,386,6384,164,822,1430,298,55,25,1447,201,344,3083
072003,Schöneberg Südwest,10778,97,58,940,189,320,5401,170,785,1284,281,48,19,862,150,262,2364
072004,Schöneberg Südost,17987,81,54,1235,231,343,8427,156,675,1588,234,58,34,1309,394,421,2870
073005,Friedenau West,11184,53,41,492,74,193,7284,139,865,1329,156,41,12,857,279,107,1661
073006,Friedenau Ost,9463,111,70,533,116,283,5494,227,1052,867,190,65,51,923,195,111,1665
074007,Tempelhof Nord,15119,105,50,1238,354,442,5703,238,984,1221,199,133,17,1354,260,774,2752
074008,Tempelhof Südwest,12538,87,45,981,181,361,5896,268,1075,613,165,39,13,965,297,226,2220
074009,Tempelhof Südost,17936,155,60,1357,282,531,9300,470,1620,464,195,81,13,1364,309,181,3447
075010,Mariendorf Nord,7446,62,16,678,150,306,3319,192,760,316,267,62,29,906,160,163,1832
075011,Mariendorf Süd,8628,67,57,733,134,254,4166,239,833,330,622,91,53,900,139,187,1786
076012,Marienfelde Nord,6723,74,51,697,108,147,3229,164,566,680,193,79,34,623,91,147,1359
076013,Marienfelde Süd,8141,49,14,953,175,343,3713,182,560,273,105,56,0,799,42,203,1864
076014,Lichtenrade Nord,5277,38,19,584,76,161,2456,299,627,252,442,38,14,570,19,161,1206
076015,Lichtenrade Süd,6921,48,24,761,153,224,3153,173,707,415,513,54,20,792,217,234,1522
079900,"Bezirk (Th-Sb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
080000,Neukölln,13851,156,88,1227,363,430,6801,193,950,663,374,73,35,1238,195,337,3250
081001,Schillerpromenade,15730,207,117,1736,583,466,7475,89,814,808,315,89,46,1391,324,1030,4397
081002,Neuköllner Mitte/Zentrum,25485,297,146,1988,633,524,12837,146,1006,982,323,86,36,1720,279,456,4719
081003,Reuterstraße,16331,187,105,1245,396,411,8376,65,637,1210,271,55,30,1284,460,383,3350
081004,Rixdorf,13399,165,91,1229,378,388,6709,138,831,1005,324,81,47,1236,182,349,3596
081005,Köllnische Heide,17681,109,51,1552,385,654,8876,346,1770,308,462,109,58,1930,148,449,5066
082006,Britz Nord,12510,167,96,1218,294,507,5126,228,1299,239,406,152,101,1188,137,188,3349
082007,Britz,12614,96,52,1006,248,401,6170,292,1337,518,601,74,17,1076,161,152,2743
082008,Buckow,5684,39,28,633,177,269,2310,177,683,138,347,46,18,697,71,71,1496
083009,Gropiusstadt West,13832,182,122,887,248,410,6875,182,704,481,218,51,5,2118,223,162,3005
083010,Gropiusstadt Ost,7576,64,47,949,275,393,3193,105,568,328,240,47,23,662,23,123,2748
084011,Buckow Nord,11222,52,0,1044,209,438,5700,271,1221,501,376,52,31,741,52,125,2443
084012,Rudow,7122,56,32,725,171,278,3376,329,748,331,586,32,14,722,53,88,1556
089900,"Bezirk (Nk), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
090000,Treptow-Köpenick,9260,57,33,830,175,279,4858,262,687,1075,269,62,31,926,199,144,1931
091001,Alt-Treptow,18892,287,169,1428,397,363,10916,186,938,2695,321,152,84,1580,414,600,3371
091002,Plänterwald,11832,54,36,696,181,172,6056,542,1076,976,371,36,18,1094,316,81,2106
091003,Baumschulenweg,8917,66,39,710,215,319,5105,297,760,947,457,39,28,815,231,72,2038
091004,Johannisthal,7599,41,21,568,103,238,4039,222,661,873,418,21,10,589,72,77,1601
092005,Oberschöneweide,11011,52,38,1274,340,359,5215,312,684,1100,194,94,57,1378,321,212,2922
092006,Niederschöneweide,17964,108,72,1535,298,352,9691,343,741,1508,117,36,18,1924,957,289,2836
092007,Adlershof,13408,65,24,1002,194,301,7544,395,737,1798,189,65,24,1232,301,112,2257
092008,Köllnische Vorstadt/Spindlersfeld,8459,38,19,1057,152,295,3782,286,552,772,143,38,10,1076,181,114,2362
093009,Altglienicke,6165,11,8,603,94,249,3103,321,924,298,403,49,34,637,102,60,1361
093010,Bohnsdorf,7645,32,8,841,214,309,3957,222,642,452,412,24,16,563,111,119,1538
093011,Grünau,11754,17,17,676,220,389,5649,135,879,1235,372,51,34,3146,2418,169,2215
093012,Schmöckwitz,5077,0,0,449,47,94,2715,142,425,142,567,24,24,307,24,24,685
094013,Köpenick Süd,4206,9,9,495,87,113,1990,174,400,539,104,87,43,539,96,26,965
094014,Allende-Viertel,6462,17,9,704,146,223,3390,283,472,498,86,77,43,661,60,51,1347
094015,Altstadt Köpenick,10113,30,30,1701,361,527,3326,120,346,1084,120,15,15,1520,331,211,3461
094016,Müggelheim,4103,0,0,243,46,243,1489,182,304,213,122,61,46,714,167,15,866
095017,Friedrichshagen,7137,33,17,662,116,210,3701,171,375,1406,94,33,17,971,270,105,1318
095018,Rahnsdorf,6606,54,11,440,86,161,3614,118,579,1534,343,97,32,654,97,32,901
095019,Dammvorstadt,15448,76,47,1309,322,341,7093,104,294,1527,133,57,19,1603,578,389,3006
095020,Köpenick Nord,5130,40,16,428,48,135,2585,119,373,904,341,103,16,650,103,40,1070
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100000,Marzahn-Hellersdorf,9245,90,53,1147,205,343,3956,248,722,415,244,80,24,1113,241,136,2362
101001,Marzahn Nord,9003,111,77,1610,268,417,3245,264,545,353,94,77,30,1273,422,141,2892
101002,Marzahn Mitte,11019,109,59,1564,297,373,4567,306,873,333,63,117,25,1225,188,165,3152
101003,Marzahn Süd,11599,123,59,992,188,346,5372,451,1196,311,292,99,38,1164,190,115,2384
102004,Hellersdorf Nord,12359,60,32,1884,325,517,4616,187,753,330,121,98,26,1821,503,175,3478
102005,Hellersdorf Ost,9095,135,95,1400,276,467,3205,196,577,517,90,166,45,1465,341,246,2980
102006,Hellersdorf Süd,8056,85,53,953,151,322,3212,236,460,322,147,33,20,1176,358,142,2288
103007,Biesdorf,7878,42,31,583,123,161,4604,142,656,702,640,35,12,659,123,119,1250
104008,Kaulsdorf,6055,37,11,529,74,201,2845,127,428,518,492,32,11,555,48,16,1037
104009,Mahlsdorf,4818,25,18,294,36,151,2420,118,370,460,431,7,4,470,162,39,643
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
110000,Lichtenberg,10051,84,52,949,195,295,5032,287,926,781,235,63,27,967,198,153,2202
111001,Malchow,7926,0,0,803,275,338,3699,106,317,275,359,42,42,655,211,42,1416
111002,Neu-Hohenschönhausen Nord,6469,91,56,952,154,256,2363,224,494,312,95,60,18,704,109,193,2016
111003,Neu-Hohenschönhausen Süd,8383,72,42,1247,239,303,3629,224,573,334,72,68,15,868,99,163,2457
112004,Alt-Hohenschönhausen Nord,11503,46,13,1134,192,331,6040,206,796,398,444,46,20,902,80,179,2320
112005,Alt-Hohenschönhausen Süd,8880,84,68,656,129,191,4799,385,1439,547,278,45,13,857,149,84,1804
113006,Fennpfuhl,10516,80,52,852,165,319,5031,429,1379,742,291,83,15,1103,214,70,2151
113007,Alt-Lichtenberg,17166,156,80,1621,388,418,8943,308,1177,1061,315,90,50,1306,308,186,3425
113008,Frankfurter Allee Süd,21416,150,90,1470,350,410,8978,560,1380,1620,150,100,100,1290,390,830,2909
114009,Neu-Lichtenberg,10692,86,41,907,187,298,5481,155,565,1262,206,44,22,1323,435,146,2395
114010,Friedrichsfelde Nord,9895,56,42,978,148,310,4342,289,929,612,148,42,7,1133,282,169,2013
114011,Friedrichsfelde Süd,7540,52,36,743,165,273,3459,273,719,458,205,52,24,767,197,56,1751
115012,Rummelsburger Bucht,12753,29,29,694,174,231,8386,231,810,2371,578,231,174,1157,607,202,2429
115013,Karlshorst,6628,38,26,471,113,215,3675,154,572,1122,301,26,19,599,121,87,1344
119900,"Bezirk (Lb), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
120000,Reinickendorf,11677,119,62,1095,270,451,5318,155,874,498,368,68,25,1056,228,373,2663
121001,Ost 1 - Reginhardstraße,12108,146,62,1426,365,580,4925,153,1014,544,347,113,62,1208,109,350,3882
121002,Ost 2 - Alt-Reinickendorf,13416,173,98,1117,244,523,5926,165,1098,556,331,56,23,1169,226,605,3046
122003,West 4 - Auguste-Viktoria-Allee,13227,111,57,1203,325,500,5968,130,939,347,191,73,34,1172,286,283,2936
122004,West 1 - Tegel-Süd/Flughafensee,46653,66,13,1744,439,643,7022,203,1574,426,256,46,20,1134,118,1547,3580
122005,West 5 - Tegel,20664,236,132,1963,425,519,10181,75,510,1000,283,28,9,1727,330,274,4397
124006,West 2 - Heiligensee/Konradshöhe,4460,29,12,371,66,218,1907,156,235,284,329,29,12,622,140,148,906
124007,Nord 1 - Frohnau/Hermsdorf,5861,54,24,340,90,135,3209,111,527,795,834,48,12,692,169,169,870
125008,West 3 - Borsigwalde/Freie Scholle,8813,68,25,814,129,425,4135,222,604,444,271,43,6,789,86,203,2102
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,12040,130,64,1188,295,445,5469,149,676,454,483,70,22,1124,378,302,2598
126010,Rollbergesiedlung,12911,143,77,914,264,572,4634,154,759,187,385,77,11,2697,1662,341,2543
126011,MV Nord,12364,185,118,1458,436,515,5657,161,963,365,110,98,43,1116,244,334,3567
126012,MV Süd,7279,89,52,847,163,401,2459,111,720,119,305,134,15,787,74,141,2043
129900,"Bezirk (Rd), nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999900,"Stadtgebiet Berlin, nicht zuzuordnen",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
999999,Berlin (PKS gesamt),15573,141,83,1173,286,393,7415,201,954,942,315,70,28,1206,287,407,2814
